DATASET;%TRAININGDATA;%DEFECTTRAIN;%DEFECTTEST;CLASSIFIER;TP;FP;TN;FN;PRECISION;RECALL;ROC;KAPPA
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;CostSensitiveThreshold NaiveBayes;42;7;133;183;0.857142857;0.186666667;0.568333333;0.11044
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;CostSensitiveThreshold RandomForest;320;54;474;61;0.855614973;0.839895013;0.868811143;0.73951
BOOK OVERSAMPLED RUN ;1.041793777;0.660614934;0.419141914;CostSensitiveThreshold RandomForest;348;59;469;33;0.855036855;0.913385827;0.900821701;0.79410
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;IBK;58;10;198;166;0.852941176;0.258928571;0.682756696;0.20535
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;CostSensitiveLearning IBK;58;10;198;166;0.852941176;0.258928571;0.682756696;0.20535
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;CostSensitiveThreshold IBK;58;10;198;166;0.852941176;0.258928571;0.605425824;0.20535
BOOK UNDERSAMPLED RUN BEST FIRST ;0.125076266;0.653658537;0.436893204;CostSensitiveLearning NaiveBayes;29;5;53;16;0.852941176;0.644444444;0.878927203;0.57396
BOOK UNDERSAMPLED RUN BEST FIRST ;0.125076266;0.653658537;0.436893204;CostSensitiveThreshold NaiveBayes;29;5;53;16;0.852941176;0.644444444;0.779118774;0.57396
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;IBK;427;74;265;350;0.852295409;0.54954955;0.701831414;0.26943
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;Random Forest;74;13;257;134;0.850574713;0.355769231;0.869675926;0.32964
BOOK OVERSAMPLED RUN ;1.041793777;0.660614934;0.419141914;CostSensitiveLearning RandomForest;381;67;461;0;0.850446429;1;0.958631592;0.85224
BOOK OVERSAMPLED RUN BEST FIRST ;1.555216595;0.547273441;0.18537859;Random Forest;100;18;606;42;0.847457627;0.704225352;0.968671;0.72254
AVRO OVERSAMPLED RUN ;1.468370131;0.500591316;0.510500808;NaiveBayes;171;31;272;145;0.846534653;0.541139241;0.837578853;0.43546
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;CostSensitiveLearning IBK;408;74;265;369;0.846473029;0.525096525;0.701831414;0.24638
BOOK OVERSAMPLED RUN BEST FIRST ;0.701342282;0.643323184;0.696236559;CostSensitiveThreshold IBK;408;74;265;369;0.846473029;0.525096525;0.65340372;0.24638
BOOK RUN ;0.800488103;0.125381098;0.025993884;Random Forest;11;2;635;6;0.846153846;0.647058824;0.951749931;0.72719
BOOK OVERSAMPLED RUN ;1.041793777;0.660614934;0.419141914;IBK;381;70;458;0;0.844789357;1;0.934363318;0.84579
BOOK OVERSAMPLED RUN ;1.041793777;0.660614934;0.419141914;CostSensitiveLearning IBK;381;70;458;0;0.844789357;1;0.934363318;0.84579
BOOK OVERSAMPLED RUN ;1.041793777;0.660614934;0.419141914;CostSensitiveThreshold IBK;381;70;458;0;0.844789357;1;0.933712121;0.84579
BOOK OVERSAMPLED RUN ;1.555216595;0.547273441;0.18537859;IBK;97;18;606;45;0.843478261;0.683098592;0.838823808;0.70611
BOOK OVERSAMPLED RUN ;1.555216595;0.547273441;0.18537859;CostSensitiveLearning IBK;97;18;606;45;0.843478261;0.683098592;0.838823808;0.70611
BOOK OVERSAMPLED RUN ;1.555216595;0.547273441;0.18537859;CostSensitiveThreshold IBK;97;18;606;45;0.843478261;0.683098592;0.827126219;0.70611
AVRO SMOTE RUN ;0.716199454;0.076896432;0.073619632;CostSensitiveLearning RandomForest;21;4;298;3;0.84;0.875;0.979304636;0.84554
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;CostSensitiveLearning NaiveBayes;109;21;282;207;0.838461538;0.344936709;0.746626561;0.27219
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;CostSensitiveThreshold NaiveBayes;109;21;282;207;0.838461538;0.344936709;0.637814889;0.27219
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;CostSensitiveThreshold NaiveBayes;31;6;52;14;0.837837838;0.688888889;0.792720307;0.59734
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;CostSensitiveLearning NaiveBayes;46;9;134;175;0.836363636;0.208144796;0.601968168;0.12052
AVRO OVERSAMPLED RUN BEST FIRST ;0.370379558;0.556597455;0.607142857;CostSensitiveThreshold NaiveBayes;46;9;134;175;0.836363636;0.208144796;0.572603867;0.12052
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;NaiveBayes;147;29;272;145;0.835227273;0.503424658;0.815153825;0.40951
AVRO RUN ;0.473827834;0.040837696;0.028880866;Random Forest;5;1;268;3;0.833333333;0.625;0.982342007;0.70703
AVRO RUN ;0.686926321;0.037558685;0.038216561;Random Forest;10;2;300;2;0.833333333;0.833333333;0.943156733;0.82671
AVRO RUN ;0.686926321;0.037558685;0.038216561;IBK;10;2;300;2;0.833333333;0.833333333;0.935706402;0.82671
AVRO RUN ;0.686926321;0.037558685;0.038216561;CostSensitiveLearning IBK;10;2;300;2;0.833333333;0.833333333;0.935706402;0.82671
AVRO RUN ;0.686926321;0.037558685;0.038216561;CostSensitiveThreshold IBK;10;2;300;2;0.833333333;0.833333333;0.913355408;0.82671
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;IBK;5;1;14;3;0.833333333;0.625;0.779166667;0.59292
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;CostSensitiveLearning IBK;5;1;14;3;0.833333333;0.625;0.779166667;0.59292
AVRO UNDERSAMPLED RUN ;0.032001985;0.542635659;0.347826087;CostSensitiveThreshold IBK;5;1;14;3;0.833333333;0.625;0.779166667;0.59292
AVRO SMOTE RUN ;0.424460432;0.081823495;0.064516129;Random Forest;5;1;260;13;0.833333333;0.277777778;0.900702427;0.39722
AVRO RUN BEST FIRST ;0.542545274;0.039323274;0.030927835;IBK;5;1;281;4;0.833333333;0.555555556;0.929078014;0.65821
AVRO RUN BEST FIRST ;0.542545274;0.039323274;0.030927835;CostSensitiveLearning IBK;5;1;281;4;0.833333333;0.555555556;0.929078014;0.65821
AVRO RUN BEST FIRST ;0.542545274;0.039323274;0.030927835;CostSensitiveThreshold IBK;5;1;281;4;0.833333333;0.555555556;0.776004728;0.65821
AVRO RUN BEST FIRST ;0.686926321;0.037558685;0.038216561;Random Forest;10;2;300;2;0.833333333;0.833333333;0.905077263;0.82671
AVRO UNDERSAMPLED RUN BEST FIRST ;0.037707765;0.513157895;0.533333333;NaiveBayes;5;1;6;3;0.833333333;0.625;0.758928571;0.47368
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;CostSensitiveThreshold RandomForest;5;1;10;4;0.833333333;0.555555556;0.732323232;0.47917
BOOK UNDERSAMPLED RUN BEST FIRST ;0.125076266;0.653658537;0.436893204;CostSensitiveThreshold RandomForest;40;8;50;5;0.833333333;0.888888889;0.875478927;0.74539
BOOK OVERSAMPLED RUN BEST FIRST ;1.555216595;0.547273441;0.18537859;IBK;97;20;604;45;0.829059829;0.683098592;0.837187387;0.69855
BOOK OVERSAMPLED RUN BEST FIRST ;1.555216595;0.547273441;0.18537859;CostSensitiveLearning IBK;97;20;604;45;0.829059829;0.683098592;0.837187387;0.69855
BOOK OVERSAMPLED RUN BEST FIRST ;1.555216595;0.547273441;0.18537859;CostSensitiveThreshold IBK;97;20;604;45;0.829059829;0.683098592;0.825523655;0.69855
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;CostSensitiveLearning NaiveBayes;91;19;292;147;0.827272727;0.382352941;0.849056986;0.34290
AVRO OVERSAMPLED RUN ;1.060282808;0.517781937;0.433515483;CostSensitiveThreshold NaiveBayes;91;19;292;147;0.827272727;0.382352941;0.660629847;0.34290
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;IBK;67;14;32;21;0.827160494;0.761363636;0.731101779;0.44100
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;CostSensitiveLearning IBK;67;14;32;21;0.827160494;0.761363636;0.731101779;0.44100
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;CostSensitiveThreshold IBK;67;14;32;21;0.827160494;0.761363636;0.728507905;0.44100
BOOK OVERSAMPLED RUN ;1.041793777;0.660614934;0.419141914;Random Forest;381;83;445;0;0.82112069;1;0.95572606;0.81800
BOOK UNDERSAMPLED RUN BEST FIRST ;0.125076266;0.653658537;0.436893204;NaiveBayes;32;7;51;13;0.820512821;0.711111111;0.879310345;0.59938
AVRO RUN ;0.182833044;0.044776119;0.052631579;IBK;9;2;160;0;0.818181818;1;0.99382716;0.89385
AVRO RUN ;0.182833044;0.044776119;0.052631579;CostSensitiveLearning IBK;9;2;160;0;0.818181818;1;0.99382716;0.89385
AVRO RUN ;0.182833044;0.044776119;0.052631579;CostSensitiveThreshold IBK;9;2;160;0;0.818181818;1;0.99382716;0.89385
AVRO UNDERSAMPLED RUN ;0.014884644;0.55;0.692307692;Random Forest;9;2;2;0;0.818181818;1;1;0.58065
AVRO UNDERSAMPLED RUN ;0.014884644;0.55;0.692307692;IBK;9;2;2;0;0.818181818;1;0.75;0.58065
AVRO UNDERSAMPLED RUN ;0.014884644;0.55;0.692307692;CostSensitiveLearning IBK;9;2;2;0;0.818181818;1;0.75;0.58065
AVRO UNDERSAMPLED RUN ;0.014884644;0.55;0.692307692;CostSensitiveThreshold IBK;9;2;2;0;0.818181818;1;0.75;0.58065
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;Random Forest;9;2;2;0;0.818181818;1;1;0.58065
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;IBK;9;2;2;0;0.818181818;1;0.708333333;0.58065
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;CostSensitiveLearning IBK;9;2;2;0;0.818181818;1;0.708333333;0.58065
AVRO UNDERSAMPLED RUN BEST FIRST ;0.014884644;0.55;0.692307692;CostSensitiveThreshold IBK;9;2;2;0;0.818181818;1;0.75;0.58065
BOOK RUN BEST FIRST ;0.432885906;0.188865398;0.076400679;CostSensitiveThreshold RandomForest;18;4;540;27;0.818181818;0.4;0.696323529;0.51287
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;Random Forest;71;16;30;17;0.816091954;0.806818182;0.836215415;0.45662
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;NaiveBayes;31;7;51;14;0.815789474;0.688888889;0.873563218;0.57828
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;CostSensitiveLearning NaiveBayes;31;7;51;14;0.815789474;0.688888889;0.873563218;0.57828
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;CostSensitiveLearning NaiveBayes;61;14;269;159;0.813333333;0.277272727;0.871948281;0.24584
AVRO OVERSAMPLED RUN ;1.196477301;0.508189923;0.437375746;CostSensitiveThreshold NaiveBayes;61;14;269;159;0.813333333;0.277272727;0.613901381;0.24584
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;CostSensitiveLearning NaiveBayes;81;19;229;160;0.81;0.336099585;0.742370499;0.26165
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;CostSensitiveThreshold NaiveBayes;81;19;229;160;0.81;0.336099585;0.629743341;0.26165
AVRO OVERSAMPLED RUN BEST FIRST ;1.468370131;0.500591316;0.510500808;NaiveBayes;143;34;269;173;0.807909605;0.452531646;0.746626561;0.33714
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;CostSensitiveLearning NaiveBayes;42;10;130;183;0.807692308;0.186666667;0.637936508;0.09343
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;CostSensitiveThreshold NaiveBayes;42;10;130;183;0.807692308;0.186666667;0.557619048;0.09343
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;CostSensitiveLearning NaiveBayes;121;29;272;171;0.806666667;0.414383562;0.816234697;0.32037
AVRO OVERSAMPLED RUN ;1.321260233;0.501502065;0.492411467;CostSensitiveThreshold NaiveBayes;121;29;272;171;0.806666667;0.414383562;0.659019023;0.32037
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;CostSensitiveLearning NaiveBayes;95;23;278;197;0.805084746;0.325342466;0.691940108;0.25117
AVRO OVERSAMPLED RUN BEST FIRST ;1.321260233;0.501502065;0.492411467;CostSensitiveThreshold NaiveBayes;95;23;278;197;0.805084746;0.325342466;0.624465253;0.25117
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;IBK;66;16;30;22;0.804878049;0.75;0.701086957;0.39003
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;CostSensitiveLearning IBK;66;16;30;22;0.804878049;0.75;0.701086957;0.39003
BOOK UNDERSAMPLED RUN BEST FIRST ;0.084197682;0.652173913;0.656716418;CostSensitiveThreshold IBK;66;16;30;22;0.804878049;0.75;0.701086957;0.39003
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;NaiveBayes;103;25;245;105;0.8046875;0.495192308;0.661173433;0.42120
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;CostSensitiveLearning IBK;336;82;446;45;0.803827751;0.881889764;0.876779607;0.71690
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;CostSensitiveThreshold IBK;336;82;446;45;0.803827751;0.881889764;0.863293367;0.71690
BOOK UNDERSAMPLED RUN ;0.084197682;0.652173913;0.656716418;Random Forest;73;18;28;15;0.802197802;0.829545455;0.806200593;0.44517
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;NaiveBayes;81;20;228;160;0.801980198;0.336099585;0.742370499;0.25757
AVRO RUN ;0.764822625;0.037625689;0.038216561;CostSensitiveThreshold RandomForest;4;1;301;8;0.8;0.333333333;0.665011038;0.45841
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;NaiveBayes;4;1;6;4;0.8;0.5;0.678571429;0.34783
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;IBK;8;2;5;0;0.8;1;0.857142857;0.72727
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;CostSensitiveLearning NaiveBayes;4;1;6;4;0.8;0.5;0.678571429;0.34783
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;CostSensitiveThreshold NaiveBayes;4;1;6;4;0.8;0.5;0.678571429;0.34783
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;CostSensitiveLearning IBK;8;2;5;0;0.8;1;0.857142857;0.72727
AVRO UNDERSAMPLED RUN ;0.037707765;0.513157895;0.533333333;CostSensitiveThreshold IBK;8;2;5;0;0.8;1;0.857142857;0.72727
AVRO UNDERSAMPLED RUN ;0.046638551;0.505319149;0.45;IBK;8;2;9;1;0.8;0.888888889;0.853535354;0.70000
AVRO UNDERSAMPLED RUN ;0.046638551;0.505319149;0.45;CostSensitiveLearning IBK;8;2;9;1;0.8;0.888888889;0.853535354;0.70000
AVRO UNDERSAMPLED RUN ;0.046638551;0.505319149;0.45;CostSensitiveThreshold IBK;8;2;9;1;0.8;0.888888889;0.853535354;0.70000
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;CostSensitiveLearning NaiveBayes;4;1;13;8;0.8;0.333333333;0.845238095;0.27329
AVRO UNDERSAMPLED RUN ;0.063507814;0.5;0.461538462;CostSensitiveThreshold NaiveBayes;4;1;13;8;0.8;0.333333333;0.630952381;0.27329
AVRO UNDERSAMPLED RUN BEST FIRST ;0.032001985;0.542635659;0.347826087;CostSensitiveLearning RandomForest;4;1;14;4;0.8;0.5;0.75;0.47489
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;Random Forest;8;2;9;1;0.8;0.888888889;0.904040404;0.70000
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;CostSensitiveLearning NaiveBayes;4;1;10;5;0.8;0.444444444;0.767676768;0.36842
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;CostSensitiveThreshold NaiveBayes;4;1;10;5;0.8;0.444444444;0.676767677;0.36842
AVRO UNDERSAMPLED RUN BEST FIRST ;0.063507814;0.5;0.461538462;CostSensitiveThreshold RandomForest;8;2;12;4;0.8;0.666666667;0.761904762;0.53012
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;CostSensitiveLearning RandomForest;48;12;258;160;0.8;0.230769231;0.857024573;0.20290
BOOK RUN BEST FIRST ;0.298962782;0.183673469;0.200455581;CostSensitiveThreshold RandomForest;8;2;349;80;0.8;0.090909091;0.542605543;0.12758
AVRO OVERSAMPLED RUN BEST FIRST ;1.060282808;0.517781937;0.433515483;NaiveBayes;119;30;281;119;0.798657718;0.5;0.682671783;0.42206
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;Random Forest;359;93;435;22;0.794247788;0.942257218;0.921732085;0.74675
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;CostSensitiveLearning RandomForest;330;86;442;51;0.793269231;0.866141732;0.936600255;0.69438
AVRO OVERSAMPLED RUN ;0.370379558;0.556597455;0.607142857;NaiveBayes;46;12;131;175;0.793103448;0.208144796;0.693699965;0.10342
AVRO OVERSAMPLED RUN ;0.460679732;0.566505116;0.518518519;NaiveBayes;57;15;193;167;0.791666667;0.254464286;0.781818767;0.17771
BOOK OVERSAMPLED RUN BEST FIRST ;1.041793777;0.660614934;0.419141914;IBK;336;89;439;45;0.790588235;0.881889764;0.876779607;0.70204
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;IBK;74;20;250;134;0.787234043;0.355769231;0.670788818;0.30061
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;CostSensitiveLearning IBK;74;20;250;134;0.787234043;0.355769231;0.670788818;0.30061
AVRO OVERSAMPLED RUN BEST FIRST ;0.817911188;0.53867152;0.435146444;CostSensitiveThreshold IBK;74;20;250;134;0.787234043;0.355769231;0.640847578;0.30061
BOOK OVERSAMPLED RUN ;1.31909701;0.609851989;0.197674419;CostSensitiveThreshold RandomForest;85;23;598;68;0.787037037;0.555555556;0.759259259;0.58315
AVRO OVERSAMPLED RUN BEST FIRST ;1.196477301;0.508189923;0.437375746;NaiveBayes;83;23;260;137;0.783018868;0.377272727;0.699911661;0.31412
AVRO OVERSAMPLED RUN BEST FIRST ;0.460679732;0.566505116;0.518518519;NaiveBayes;86;24;184;138;0.781818182;0.383928571;0.702502576;0.26339
AVRO OVERSAMPLED RUN ;0.689159018;0.546076314;0.499036609;CostSensitiveLearning RandomForest;25;7;253;234;0.78125;0.096525097;0.600594001;0.06972
AVRO RUN ;0.764822625;0.037625689;0.038216561;Random Forest;7;2;300;5;0.777777778;0.583333333;0.929635762;0.65538
AVRO UNDERSAMPLED RUN ;0.057553957;0.5;0.5;CostSensitiveLearning RandomForest;7;2;10;5;0.777777778;0.583333333;0.854166667;0.41667
AVRO RUN BEST FIRST ;0.614735798;0.038337369;0.030927835;IBK;7;2;280;2;0.777777778;0.777777778;0.903073286;0.77069
AVRO RUN BEST FIRST ;0.614735798;0.038337369;0.030927835;CostSensitiveLearning IBK;7;2;280;2;0.777777778;0.777777778;0.903073286;0.77069
AVRO RUN BEST FIRST ;0.614735798;0.038337369;0.030927835;CostSensitiveThreshold IBK;7;2;280;2;0.777777778;0.777777778;0.88534279;0.77069
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;Random Forest;7;2;4;2;0.777777778;0.777777778;0.787037037;0.44444
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;IBK;7;2;4;2;0.777777778;0.777777778;0.731481481;0.44444
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;CostSensitiveLearning IBK;7;2;4;2;0.777777778;0.777777778;0.731481481;0.44444
AVRO UNDERSAMPLED RUN BEST FIRST ;0.011163483;0.533333333;0.6;CostSensitiveThreshold IBK;7;2;4;2;0.777777778;0.777777778;0.722222222;0.44444
AVRO UNDERSAMPLED RUN BEST FIRST ;0.041428926;0.51497006;0.428571429;Random Forest;7;2;10;2;0.777777778;0.777777778;0.865740741;0.61111
AVRO UNDERSAMPLED RUN ;0.057553957;0.5;0.5;IBK;10;3;9;2;0.769230769;0.833333333;0.791666667;0.58333
AVRO UNDERSAMPLED RUN ;0.057553957;0.5;0.5;CostSensitiveLearning IBK;10;3;9;2;0.769230769;0.833333333;0.791666667;0.58333
AVRO UNDERSAMPLED RUN ;0.057553957;0.5;0.5;CostSensitiveThreshold IBK;10;3;9;2;0.769230769;0.833333333;0.791666667;0.58333
AVRO SMOTE RUN ;0.189779211;0.079738562;0.138297872;CostSensitiveLearning RandomForest;20;6;156;6;0.769230769;0.769230769;0.940645774;0.73219
AVRO RUN BEST FIRST ;0.686926321;0.037558685;0.038216561;IBK;10;3;299;2;0.769230769;0.833333333;0.924254967;0.79172
AVRO RUN BEST FIRST ;0.686926321;0.037558685;0.038216561;CostSensitiveLearning IBK;10;3;299;2;0.769230769;0.833333333;0.924254967;0.79172
AVRO RUN BEST FIRST ;0.686926321;0.037558685;0.038216561;CostSensitiveThreshold IBK;10;3;299;2;0.769230769;0.833333333;0.911699779;0.79172
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;Random Forest;10;3;9;2;0.769230769;0.833333333;0.899305556;0.58333
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;IBK;10;3;9;2;0.769230769;0.833333333;0.861111111;0.58333
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;CostSensitiveLearning IBK;10;3;9;2;0.769230769;0.833333333;0.861111111;0.58333
AVRO UNDERSAMPLED RUN BEST FIRST ;0.051600099;0.5;0.5;CostSensitiveThreshold IBK;10;3;9;2;0.769230769;0.833333333;0.791666667;0.58333
AVRO OVERSAMPLED RUN BEST FIRST ;0.936492186;0.525562914;0.458917836;NaiveBayes;116;35;235;113;0.768211921;0.506550218;0.703331716;0.38693
AVRO OVERSAMPLED RUN ;0.279831307;0.537234043;0.616438356;NaiveBayes;42;13;127;183;0.763636364;0.186666667;0.637936508;0.07631
AVRO OVERSAMPLED RUN BEST FIRST ;0.279831307;0.537234043;0.616438356;NaiveBayes;42;13;127;183;0.763636364;0.186666667;0.599650794;0.07631
BOOK SMOTE RUN ;0.363636364;0.32885906;0.331428571;CostSensitiveThreshold RandomForest;112;37;314;62;0.751677852;0.643678161;0.769132528;0.55850
AVRO RUN ;0.542545274;0.039323274;0.030927835;IBK;6;2;280;3;0.75;0.666666667;0.873522459;0.69706
AVRO RUN ;0.542545274;0.039323274;0.030927835;CostSensitiveLearning IBK;6;2;280;3;0.75;0.666666667;0.873522459;0.69706
AVRO RUN ;0.542545274;0.039323274;0.030927835;CostSensitiveThreshold IBK;6;2;280;3;0.75;0.666666667;0.829787234;0.69706
AVRO UNDERSAMPLED RUN ;0.01810965;0.575342466;0.6;NaiveBayes;3;1;5;6;0.75;0.333333333;0.592592593;0.14634
AVRO UNDERSAMPLED RUN ;0.01810965;0.575342466;0.6;CostSensitiveLearning NaiveBayes;3;1;5;6;0.75;0.333333333;0.592592593;0.14634
AVRO UNDERSAMPLED RUN ;0.026296204;0.566037736;0.434782609;Random Forest;3;1;12;7;0.75;0.3;0.788461538;0.23967
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;IBK;42;14;234;199;0.75;0.174273859;0.663708004;0.11911
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;CostSensitiveLearning IBK;42;14;234;199;0.75;0.174273859;0.663708004;0.11911
AVRO OVERSAMPLED RUN ;0.567849169;0.557448668;0.492842536;CostSensitiveThreshold IBK;42;14;234;199;0.75;0.174273859;0.558911123;0.11911
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;IBK;45;15;43;0;0.75;1;0.870689655;0.71468
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;CostSensitiveLearning IBK;45;15;43;0;0.75;1;0.870689655;0.71468
BOOK UNDERSAMPLED RUN ;0.125076266;0.653658537;0.436893204;CostSensitiveThreshold IBK;45;15;43;0;0.75;1;0.870689655;0.71468
BOOK SMOTE RUN ;0.906040268;0.227272727;0.025993884;CostSensitiveThreshold RandomForest;6;2;635;11;0.75;0.352941176;0.67490073;0.47120
AVRO UNDERSAMPLED RUN BEST FIRST ;0.01810965;0.575342466;0.6;NaiveBayes;3;1;5;6;0.75;0.333333333;0.62037037;0.14634
AVRO UNDERSAMPLED RUN BEST FIRST ;0.01810965;0.575342466;0.6;CostSensitiveLearning NaiveBayes;3;1;5;6;0.75;0.333333333;0.62037037;0.14634
AVRO UNDERSAMPLED RUN BEST FIRST ;0.01810965;0.575342466;0.6;CostSensitiveThreshold NaiveBayes;3;1;5;6;0.75;0.333333333;0.583333333;0.14634
AVRO UNDERSAMPLED RUN BEST FIRST ;0.037707765;0.513157895;0.533333333;CostSensitiveLearning RandomForest;3;1;6;5;0.75;0.375;0.839285714;0.22414
AVRO UNDERSAMPLED RUN BEST FIRST ;0.037707765;0.513157895;0.533333333;CostSensitiveThreshold RandomForest;3;1;6;5;0.75;0.375;0.616071429;0.22414
AVRO UNDERSAMPLED RUN BEST FIRST ;0.037707765;0.513157895;0.533333333;CostSensitiveLearning NaiveBayes;3;1;6;5;0.75;0.375;0.758928571;0.22414
AVRO UNDERSAMPLED RUN BEST FIRST ;0.037707765;0.513157895;0.533333333;CostSensitiveThreshold NaiveBayes;3;1;6;5;0.75;0.375;0.616071429;0.22414
AVRO UNDERSAMPLED RUN BEST FIRST ;0.041428926;0.51497006;0.428571429;CostSensitiveLearning RandomForest;3;1;11;6;0.75;0.333333333;0.856481481;0.26866
AVRO UNDERSAMPLED RUN BEST FIRST ;0.041428926;0.51497006;0.428571429;CostSensitiveThreshold RandomForest;3;1;11;6;0.75;0.333333333;0.625;0.26866
AVRO UNDERSAMPLED RUN BEST FIRST ;0.046638551;0.505319149;0.45;CostSensitiveLearning RandomForest;3;1;10;6;0.75;0.333333333;0.893939394;0.25532
AVRO OVERSAMPLED RUN BEST FIRST ;0.689159018;0.546076314;0.499036609;IBK;51;17;243;208;0.75;0.196911197;0.675141075;0.13171
AVRO OVERSAMPLED RUN BEST FIRST ;0.689159018;0.546076314;0.499036609;CostSensitiveThreshold RandomForest;51;17;243;208;0.75;0.196911197;0.565763291;0.13171
AVRO OVERSAMPLED RUN BEST FIRST ;0.689159018;0.546076314;0.499036609;CostSensitiveLearning IBK;51;17;243;208;0.75;0.196911197;0.675141075;0.13171
AVRO OVERSAMPLED RUN BEST FIRST ;0.689159018;0.546076314;0.499036609;CostSensitiveThreshold IBK;51;17;243;208;0.75;0.196911197;0.565763291;0.13171
BOOK OVERSAMPLED RUN ;0.45271507;0.716307278;0.510429448;CostSensitiveLearning RandomForest;316;109;290;100;0.743529412;0.759615385;0.780487878;0.48666
